0.001 1.02754E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.02754E-01
0.002 2.07363E-01 0.00000E+00 0.00000E+00 0.00000E+00 2.07363E-01
0.005 5.16477E-01 0.00000E+00 0.00000E+00 0.00000E+00 5.16477E-01
0.010 1.05614E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.05614E+00
0.020 2.11855E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.11855E+00
0.050 4.12547E+00 0.00000E+00 0.00000E+00 0.00000E+00 4.12547E+00
0.100 4.74021E+00 0.00000E+00 0.00000E+00 0.00000E+00 4.74021E+00
0.200 7.75747E+00 0.00000E+00 0.00000E+00 0.00000E+00 7.75747E+00
0.300 1.02650E+01 0.00000E+00 0.00000E+00 0.00000E+00 1.02650E+01
0.400 1.28870E+01 0.00000E+00 0.00000E+00 0.00000E+00 1.28870E+01
0.500 1.50990E+01 0.00000E+00 0.00000E+00 0.00000E+00 1.50990E+01
0.600 1.68916E+01 0.00000E+00 0.00000E+00 0.00000E+00 1.68916E+01
0.700 1.82385E+01 0.00000E+00 0.00000E+00 0.00000E+00 1.82385E+01
0.800 1.89509E+01 0.00000E+00 0.00000E+00 0.00000E+00 1.89509E+01
0.900 1.93597E+01 0.00000E+00 0.00000E+00 0.00000E+00 1.93597E+01
1.000 2.00104E+01 0.00000E+00 0.00000E+00 0.00000E+00 2.00104E+01
1.100 2.03854E+01 0.00000E+00 0.00000E+00 0.00000E+00 2.03854E+01
1.200 2.07332E+01 0.00000E+00 0.00000E+00 0.00000E+00 2.07332E+01
1.300 2.09823E+01 0.00000E+00 0.00000E+00 0.00000E+00 2.09823E+01
1.400 2.09904E+01 0.00000E+00 0.00000E+00 0.00000E+00 2.09904E+01
1.500 2.07169E+01 0.00000E+00 0.00000E+00 0.00000E+00 2.07169E+01
1.600 2.06677E+01 0.00000E+00 0.00000E+00 0.00000E+00 2.06677E+01
1.700 2.06242E+01 0.00000E+00 0.00000E+00 0.00000E+00 2.06242E+01
1.800 2.03518E+01 0.00000E+00 0.00000E+00 0.00000E+00 2.03518E+01
1.900 2.01403E+01 0.00000E+00 0.00000E+00 0.00000E+00 2.01403E+01
2.000 1.94595E+01 0.00000E+00 0.00000E+00 0.00000E+00 1.94595E+01
2.200 1.89504E+01 0.00000E+00 0.00000E+00 0.00000E+00 1.89504E+01
