0.200 1.26300E-03 0.00000E+00 0.00000E+00 0.00000E+00 1.26300E-03 0.00000E+00 0.00000E+00 0.00000E+00
0.300 3.15049E-03 0.00000E+00 0.00000E+00 0.00000E+00 3.15049E-03 0.00000E+00 0.00000E+00 0.00000E+00
0.400 6.49995E-03 0.00000E+00 0.00000E+00 0.00000E+00 6.49995E-03 0.00000E+00 0.00000E+00 0.00000E+00
0.500 9.48260E-03 0.00000E+00 0.00000E+00 0.00000E+00 9.48260E-03 0.00000E+00 0.00000E+00 0.00000E+00
0.600 1.06435E-02 0.00000E+00 0.00000E+00 0.00000E+00 1.06435E-02 0.00000E+00 0.00000E+00 0.00000E+00
0.700 1.17950E-02 0.00000E+00 0.00000E+00 0.00000E+00 1.17950E-02 0.00000E+00 0.00000E+00 0.00000E+00
0.800 1.57372E-02 0.00000E+00 0.00000E+00 0.00000E+00 1.57372E-02 0.00000E+00 0.00000E+00 0.00000E+00
0.900 2.49139E-02 0.00000E+00 0.00000E+00 0.00000E+00 2.49139E-02 0.00000E+00 0.00000E+00 0.00000E+00
1.000 3.33771E-02 0.00000E+00 0.00000E+00 0.00000E+00 3.33771E-02 0.00000E+00 0.00000E+00 0.00000E+00
1.100 4.48598E-02 0.00000E+00 0.00000E+00 0.00000E+00 4.48598E-02 0.00000E+00 0.00000E+00 0.00000E+00
1.200 6.88773E-02 0.00000E+00 0.00000E+00 0.00000E+00 6.88773E-02 0.00000E+00 0.00000E+00 0.00000E+00
1.300 1.12581E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.12581E-01 0.00000E+00 0.00000E+00 0.00000E+00
1.400 1.34897E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.34897E-01 0.00000E+00 0.00000E+00 0.00000E+00
1.500 1.71564E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.71564E-01 0.00000E+00 0.00000E+00 0.00000E+00
1.600 2.15707E-01 0.00000E+00 0.00000E+00 0.00000E+00 2.15707E-01 0.00000E+00 0.00000E+00 0.00000E+00
1.700 2.71595E-01 0.00000E+00 0.00000E+00 0.00000E+00 2.71595E-01 0.00000E+00 0.00000E+00 0.00000E+00
1.800 3.69294E-01 0.00000E+00 0.00000E+00 0.00000E+00 3.69294E-01 0.00000E+00 0.00000E+00 0.00000E+00
1.900 4.85921E-01 0.00000E+00 0.00000E+00 0.00000E+00 4.85921E-01 0.00000E+00 0.00000E+00 0.00000E+00
2.000 5.71755E-01 0.00000E+00 0.00000E+00 0.00000E+00 5.71755E-01 0.00000E+00 0.00000E+00 0.00000E+00
2.200 6.88184E-01 0.00000E+00 0.00000E+00 0.00000E+00 6.88184E-01 0.00000E+00 0.00000E+00 0.00000E+00
2.400 9.07072E-01 0.00000E+00 0.00000E+00 0.00000E+00 9.07072E-01 0.00000E+00 0.00000E+00 0.00000E+00
2.600 1.20597E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.20597E+00 0.00000E+00 0.00000E+00 0.00000E+00
2.800 1.47304E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.47304E+00 0.00000E+00 0.00000E+00 0.00000E+00
3.000 1.60067E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.60067E+00 0.00000E+00 0.00000E+00 0.00000E+00
3.200 1.77159E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.77159E+00 0.00000E+00 0.00000E+00 0.00000E+00
3.400 2.00151E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.00151E+00 0.00000E+00 0.00000E+00 0.00000E+00
3.600 2.22985E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.22985E+00 0.00000E+00 0.00000E+00 0.00000E+00
3.800 2.49487E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.49487E+00 0.00000E+00 0.00000E+00 0.00000E+00
4.000 2.73002E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.73002E+00 0.00000E+00 0.00000E+00 0.00000E+00
4.500 3.11045E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.11045E+00 0.00000E+00 0.00000E+00 0.00000E+00
5.000 3.26050E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.26050E+00 0.00000E+00 0.00000E+00 0.00000E+00
5.500 3.18918E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.18918E+00 0.00000E+00 0.00000E+00 0.00000E+00
6.000 3.02240E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.02240E+00 0.00000E+00 0.00000E+00 0.00000E+00
6.500 2.76702E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.76702E+00 0.00000E+00 0.00000E+00 0.00000E+00
7.000 2.48916E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.48916E+00 0.00000E+00 0.00000E+00 0.00000E+00
7.500 2.14528E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.14528E+00 0.00000E+00 0.00000E+00 0.00000E+00
8.000 1.86651E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.86651E+00 0.00000E+00 0.00000E+00 0.00000E+00
8.500 1.60733E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.60733E+00 0.00000E+00 0.00000E+00 0.00000E+00
9.000 1.31934E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.31934E+00 0.00000E+00 0.00000E+00 0.00000E+00
9.500 1.12154E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.12154E+00 0.00000E+00 0.00000E+00 0.00000E+00
10.000 9.12366E-01 0.00000E+00 0.00000E+00 0.00000E+00 9.12366E-01 0.00000E+00 0.00000E+00 0.00000E+00
10.500 7.29355E-01 0.00000E+00 0.00000E+00 0.00000E+00 7.29355E-01 0.00000E+00 0.00000E+00 0.00000E+00
11.000 6.14955E-01 0.00000E+00 0.00000E+00 0.00000E+00 6.14955E-01 0.00000E+00 0.00000E+00 0.00000E+00
11.500 5.02674E-01 0.00000E+00 0.00000E+00 0.00000E+00 5.02674E-01 0.00000E+00 0.00000E+00 0.00000E+00
12.000 4.03625E-01 0.00000E+00 0.00000E+00 0.00000E+00 4.03625E-01 0.00000E+00 0.00000E+00 0.00000E+00
12.500 3.39428E-01 0.00000E+00 0.00000E+00 0.00000E+00 3.39428E-01 0.00000E+00 0.00000E+00 0.00000E+00
13.000 2.78084E-01 0.00000E+00 0.00000E+00 0.00000E+00 2.78084E-01 0.00000E+00 0.00000E+00 0.00000E+00
13.500 2.22967E-01 0.00000E+00 0.00000E+00 0.00000E+00 2.22967E-01 0.00000E+00 0.00000E+00 0.00000E+00
14.000 1.82466E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.82466E-01 0.00000E+00 0.00000E+00 0.00000E+00
14.500 1.51222E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.51222E-01 0.00000E+00 0.00000E+00 0.00000E+00
15.000 1.22696E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.22696E-01 0.00000E+00 0.00000E+00 0.00000E+00
15.500 9.83016E-02 0.00000E+00 0.00000E+00 0.00000E+00 9.83016E-02 0.00000E+00 0.00000E+00 0.00000E+00
16.000 8.03933E-02 0.00000E+00 0.00000E+00 0.00000E+00 8.03933E-02 0.00000E+00 0.00000E+00 0.00000E+00
