0.100 1.61323E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.61323E-01
0.200 2.92522E-01 0.00000E+00 0.00000E+00 0.00000E+00 2.92522E-01
0.300 5.21319E-01 0.00000E+00 0.00000E+00 0.00000E+00 5.21319E-01
0.400 7.67682E-01 0.00000E+00 0.00000E+00 0.00000E+00 7.67682E-01
0.500 1.07129E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.07129E+00
0.600 1.30800E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.30800E+00
0.700 1.77780E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.77780E+00
0.800 2.07842E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.07842E+00
0.900 2.34943E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.34943E+00
1.000 2.61278E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.61278E+00
1.100 2.98883E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.98883E+00
1.200 3.41910E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.41910E+00
1.300 3.72260E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.72260E+00
1.400 4.02870E+00 0.00000E+00 0.00000E+00 0.00000E+00 4.02870E+00
1.500 4.32444E+00 0.00000E+00 0.00000E+00 0.00000E+00 4.32444E+00
1.600 4.58402E+00 0.00000E+00 0.00000E+00 0.00000E+00 4.58402E+00
1.700 4.95428E+00 0.00000E+00 0.00000E+00 0.00000E+00 4.95428E+00
1.800 5.22393E+00 0.00000E+00 0.00000E+00 0.00000E+00 5.22393E+00
1.900 5.46096E+00 0.00000E+00 0.00000E+00 0.00000E+00 5.46096E+00
2.000 5.74446E+00 0.00000E+00 0.00000E+00 0.00000E+00 5.74446E+00
2.200 6.05606E+00 0.00000E+00 0.00000E+00 0.00000E+00 6.05606E+00
2.400 6.28293E+00 0.00000E+00 0.00000E+00 0.00000E+00 6.28293E+00
2.600 6.48507E+00 0.00000E+00 0.00000E+00 0.00000E+00 6.48507E+00
2.800 6.64913E+00 0.00000E+00 0.00000E+00 0.00000E+00 6.64913E+00
3.000 6.75962E+00 0.00000E+00 0.00000E+00 0.00000E+00 6.75962E+00
3.200 6.76111E+00 0.00000E+00 0.00000E+00 0.00000E+00 6.76111E+00
3.400 6.66878E+00 0.00000E+00 0.00000E+00 0.00000E+00 6.66878E+00
3.600 6.55745E+00 0.00000E+00 0.00000E+00 0.00000E+00 6.55745E+00
3.800 6.37793E+00 0.00000E+00 0.00000E+00 0.00000E+00 6.37793E+00
4.000 6.12955E+00 0.00000E+00 0.00000E+00 0.00000E+00 6.12955E+00
4.500 5.55373E+00 0.00000E+00 0.00000E+00 0.00000E+00 5.55373E+00
5.000 4.88501E+00 0.00000E+00 0.00000E+00 0.00000E+00 4.88501E+00
5.500 4.24312E+00 0.00000E+00 0.00000E+00 0.00000E+00 4.24312E+00
6.000 3.71073E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.71073E+00
6.500 3.18354E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.18354E+00
7.000 2.75351E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.75351E+00
7.500 2.34011E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.34011E+00
8.000 2.00885E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.00885E+00
8.500 1.70135E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.70135E+00
9.000 1.42453E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.42453E+00
9.500 1.21854E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.21854E+00
10.000 9.99848E-01 0.00000E+00 0.00000E+00 0.00000E+00 9.99848E-01
10.500 8.48553E-01 0.00000E+00 0.00000E+00 0.00000E+00 8.48553E-01
11.000 7.04057E-01 0.00000E+00 0.00000E+00 0.00000E+00 7.04057E-01
11.500 5.82493E-01 0.00000E+00 0.00000E+00 0.00000E+00 5.82493E-01
12.000 4.85301E-01 0.00000E+00 0.00000E+00 0.00000E+00 4.85301E-01
12.500 4.02645E-01 0.00000E+00 0.00000E+00 0.00000E+00 4.02645E-01
13.000 3.29173E-01 0.00000E+00 0.00000E+00 0.00000E+00 3.29173E-01
13.500 2.72933E-01 0.00000E+00 0.00000E+00 0.00000E+00 2.72933E-01
14.000 2.28317E-01 0.00000E+00 0.00000E+00 0.00000E+00 2.28317E-01
14.500 1.87449E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.87449E-01
15.000 1.50787E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.50787E-01
15.500 1.27386E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.27386E-01
16.000 1.06472E-01 0.00000E+00 0.00000E+00 0.00000E+00 1.06472E-01
16.500 8.29075E-02 0.00000E+00 0.00000E+00 0.00000E+00 8.29075E-02
17.000 6.97284E-02 0.00000E+00 0.00000E+00 0.00000E+00 6.97284E-02
17.500 5.93225E-02 0.00000E+00 0.00000E+00 0.00000E+00 5.93225E-02
18.000 4.74166E-02 0.00000E+00 0.00000E+00 0.00000E+00 4.74166E-02
18.500 3.75324E-02 0.00000E+00 0.00000E+00 0.00000E+00 3.75324E-02
19.000 3.19650E-02 0.00000E+00 0.00000E+00 0.00000E+00 3.19650E-02
19.500 2.64859E-02 0.00000E+00 0.00000E+00 0.00000E+00 2.64859E-02
20.000 2.02826E-02 0.00000E+00 0.00000E+00 0.00000E+00 2.02826E-02
